cell_id,profile,backend,depth,op_seq,op,kind,proof_id,proof_j,leaf_index,from_account,contract_name,gas_limit,expected_status,status,expected_revert,revert_reason,expected_return,return_value,check_pass,gas_used,calldata_bytes,calldata_zero_bytes,calldata_tokens,calldata_gas_standard,floor_gas_7623,create_gas,intrinsic_gas,exec_gas_derived,floor_binding,code_deposit_gas,initcode_bytes,runtime_bytes,runtime_keccak,runtime_matches_artifact,calldata_sha256
primary-plonk-d10,primary,plonk,10,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth10,6000000,1,1,,,,,1,1222173,5445,168,21276,85104,233760,32342,138446,1083727,0,1082600,5445,5413,0x0f9e4e6a75f74410329f14fbc186bf6a563c32c6ade9bb87c537b598001df46a,1,f5cab2d9465094fdad6b7a9d25f16fb8568bc3dadeffeae49ee20605d3da96d4
primary-plonk-d10,primary,plonk,10,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,6000000,1,1,,,,,1,541930,2302,81,8965,35860,110650,32144,89004,452926,0,406400,2302,2032,0x81cfa580fc010d5bf437f4e25120ed772a570f64d5503726e6beb874892ec653,1,bd7d37aac5445da7be132e8d32c481e19c8340c0c76eebdf81a7dbf12c9c4d18
primary-plonk-d10,primary,plonk,10,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47900,68,43,143,572,22430,0,21572,26328,0,,,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d10,primary,plonk,10,4,add_root,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47346,36,0,144,576,22440,0,21576,25770,0,,,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205
primary-plonk-d10,primary,plonk,10,5,precheck_call,call,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d10,primary,plonk,10,6,verify_credential,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300791,804,4,3204,12816,53040,0,33816,266975,0,,,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d10,primary,plonk,10,7,verify_credential,tx,PLK-d10-p1,1,192,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,298613,804,3,3207,12828,53070,0,33828,264785,0,,,,,,48d3ccc9c82c2a89033ba5d1bc6d1775a061f3dc42c1d3f3f49d5cbe4c5c6a7d
primary-plonk-d10,primary,plonk,10,8,verify_credential,tx,PLK-d10-p2,2,320,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299359,804,2,3210,12840,53100,0,33840,265519,0,,,,,,3a8cc9ccc552302b184ba711e587cf078ca48402ea4e2c2cd1011c069967dbff
primary-plonk-d10,primary,plonk,10,9,verify_credential,tx,PLK-d10-p3,3,448,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299763,804,3,3207,12828,53070,0,33828,265935,0,,,,,,6faeb34a87b2eee3cbbb926b1f20fa123551a531e211b025e5ef185fdaa63d88
primary-plonk-d10,primary,plonk,10,10,verify_credential,tx,PLK-d10-p4,4,576,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300901,804,3,3207,12828,53070,0,33828,267073,0,,,,,,889ad5536b6db7e8df862fb041bdc5035d9ac81e1e99e82fe695630642ec0377
primary-plonk-d10,primary,plonk,10,11,verify_credential,tx,PLK-d10-p5,5,704,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299885,804,1,3213,12852,53130,0,33852,266033,0,,,,,,7571976dd0ba2db2c85c6ca056ba8f0645133d72e9a6073fb97c5ceabf6baad4
primary-plonk-d10,primary,plonk,10,12,verify_credential,tx,PLK-d10-p6,6,832,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,302063,804,2,3210,12840,53100,0,33840,268223,0,,,,,,448a66178c8e0f4abe44e1af57943a95f564075d60cd1f94e9ea6cedd278440f
primary-plonk-d10,primary,plonk,10,13,verify_credential,tx,PLK-d10-p7,7,960,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300387,804,3,3207,12828,53070,0,33828,266559,0,,,,,,3462c47b8d50baac32f85d0648dfcbb6fb3289d0caeab7d76dd92fc72acd00f8
primary-plonk-d10,primary,plonk,10,14,verify_proof_call,call,PLK-d10-p0,0,64,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,90dd66bcd72c6143529772c40d979cb44dfc9cc4e0b417de520a01bb3ca89f57
primary-plonk-d10,primary,plonk,10,15,verify_proof_call,call,PLK-d10-p1,1,192,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,be29702cb43a234f6f6cafe96c5672fa43157bade51186b68b7af165a00e33f0
primary-plonk-d10,primary,plonk,10,16,verify_proof_call,call,PLK-d10-p2,2,320,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,2,3210,,,,,,,,,,,,d5fb1114574b096ff2131276de98b05d57ecf3a97845bee91a42ea623fe8bfad
primary-plonk-d10,primary,plonk,10,17,verify_proof_call,call,PLK-d10-p3,3,448,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,078a513e4ae3f61c071d9ae80416e979e4e62f03ee180acff9deb51e295f21b8
primary-plonk-d10,primary,plonk,10,18,verify_proof_call,call,PLK-d10-p4,4,576,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,76d65539e61c545609ba5af72922b30ade666eeae682dc30975aa5247920c81d
primary-plonk-d10,primary,plonk,10,19,verify_proof_call,call,PLK-d10-p5,5,704,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,1,3213,,,,,,,,,,,,0088ccc137dfb53be3591ae61947f08006230750ae4609f9e6d319ff72cf6360
primary-plonk-d10,primary,plonk,10,20,verify_proof_call,call,PLK-d10-p6,6,832,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,2,3210,,,,,,,,,,,,8090b93942453a0f926ec8f8383270939c8234a595f27d3cf0c1a631fe4a0b80
primary-plonk-d10,primary,plonk,10,21,verify_proof_call,call,PLK-d10-p7,7,960,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,702de57ff9ff14ff9e0f404d47d32ca925c2a6614557a7236149f723214dc909
primary-plonk-d10,primary,plonk,10,22,verify_proof_direct,tx,PLK-d10-p0,0,64,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,291792,804,4,3204,12816,53040,0,33816,257976,0,,,,,,90dd66bcd72c6143529772c40d979cb44dfc9cc4e0b417de520a01bb3ca89f57
primary-plonk-d10,primary,plonk,10,23,verify_proof_direct,tx,PLK-d10-p1,1,192,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,289614,804,3,3207,12828,53070,0,33828,255786,0,,,,,,be29702cb43a234f6f6cafe96c5672fa43157bade51186b68b7af165a00e33f0
primary-plonk-d10,primary,plonk,10,24,verify_proof_direct,tx,PLK-d10-p2,2,320,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,290360,804,2,3210,12840,53100,0,33840,256520,0,,,,,,d5fb1114574b096ff2131276de98b05d57ecf3a97845bee91a42ea623fe8bfad
primary-plonk-d10,primary,plonk,10,25,verify_proof_direct,tx,PLK-d10-p3,3,448,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,290764,804,3,3207,12828,53070,0,33828,256936,0,,,,,,078a513e4ae3f61c071d9ae80416e979e4e62f03ee180acff9deb51e295f21b8
primary-plonk-d10,primary,plonk,10,26,verify_proof_direct,tx,PLK-d10-p4,4,576,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,291902,804,3,3207,12828,53070,0,33828,258074,0,,,,,,76d65539e61c545609ba5af72922b30ade666eeae682dc30975aa5247920c81d
primary-plonk-d10,primary,plonk,10,27,verify_proof_direct,tx,PLK-d10-p5,5,704,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,290886,804,1,3213,12852,53130,0,33852,257034,0,,,,,,0088ccc137dfb53be3591ae61947f08006230750ae4609f9e6d319ff72cf6360
primary-plonk-d10,primary,plonk,10,28,verify_proof_direct,tx,PLK-d10-p6,6,832,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,293064,804,2,3210,12840,53100,0,33840,259224,0,,,,,,8090b93942453a0f926ec8f8383270939c8234a595f27d3cf0c1a631fe4a0b80
primary-plonk-d10,primary,plonk,10,29,verify_proof_direct,tx,PLK-d10-p7,7,960,A0,PlonkVerifierDepth10,1000000,1,1,,,,,1,291388,804,3,3207,12828,53070,0,33828,257560,0,,,,,,702de57ff9ff14ff9e0f404d47d32ca925c2a6614557a7236149f723214dc909
primary-plonk-d10,primary,plonk,10,30,neg_unknown_root,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,3000000,0,0,Invalid root,Invalid root,,,1,53070,804,3,3207,12828,53070,0,33828,19242,1,,,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d10,primary,plonk,10,31,neg_tampered_call,call,PLK-d10-p0,0,64,A0,PlonkVerifierDepth10,,call,call,,,false,false,1,,804,4,3204,,,,,,,,,,,,7298d00100b91f13f56ed67d511c63cab017f9347f6ea0983816ceee97736554
primary-plonk-d10,primary,plonk,10,32,neg_tampered,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,3000000,0,0,Invalid proof,Invalid proof,,,1,299761,804,4,3204,12816,53040,0,33816,265945,0,,,,,,6c6dee1d12c1395c4899f84403f155966011720bfc990c6f2dd8bd041da1cf33
primary-plonk-d10,primary,plonk,10,33,neg_cross_depth_setup,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47334,36,1,141,564,22410,0,21564,25770,0,,,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-plonk-d10,primary,plonk,10,34,neg_cross_depth_call,call,PLK-d11-p0,0,128,A0,PlonkVerifierDepth10,,call,call,,,false,false,1,,804,3,3207,,,,,,,,,,,,42d9b2d20d72d206abba5097ac76532b8062090f8cea9f4e0c2a8d9b6861d838
primary-plonk-d10,primary,plonk,10,35,neg_cross_depth,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,3000000,0,0,Invalid proof,Invalid proof,,,1,299149,804,3,3207,12828,53070,0,33828,265321,0,,,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d10,primary,plonk,10,36,neg_non_issuer,tx,PLK-d10-p0,0,64,A1,CredentialManagerPlonk,300000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,24183,36,0,144,576,22440,0,21576,2607,0,,,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205
primary-plonk-d11,primary,plonk,11,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth11,6000000,1,1,,,,,1,1226937,5467,167,21367,85468,234670,32342,138810,1088127,0,1087000,5467,5435,0xb1839425094b9d5cc3e24cf8a9c779b46cb934c81145bd3eb8bace410ac95e03,1,3875ab1e234901f2c1af2262f5650c30ffcf0567175947e5562ac229cd2d5f88
primary-plonk-d11,primary,plonk,11,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,6000000,1,1,,,,,1,541930,2302,81,8965,35860,110650,32144,89004,452926,0,406400,2302,2032,0x81cfa580fc010d5bf437f4e25120ed772a570f64d5503726e6beb874892ec653,1,bd7d37aac5445da7be132e8d32c481e19c8340c0c76eebdf81a7dbf12c9c4d18
primary-plonk-d11,primary,plonk,11,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47900,68,43,143,572,22430,0,21572,26328,0,,,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d11,primary,plonk,11,4,add_root,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47334,36,1,141,564,22410,0,21564,25770,0,,,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-plonk-d11,primary,plonk,11,5,precheck_call,call,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d11,primary,plonk,11,6,verify_credential,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300026,804,3,3207,12828,53070,0,33828,266198,0,,,,,,2b47235792217a37372089e141f1674bb5844d874e984fef7f6c13e2fa66e3e7
primary-plonk-d11,primary,plonk,11,7,verify_credential,tx,PLK-d11-p1,1,384,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299880,804,6,3198,12792,52980,0,33792,266088,0,,,,,,a298ee5b1ea8679aadf74fcb657d46d87472c6f0fdc20c3fb76317acbb8dc10b
primary-plonk-d11,primary,plonk,11,8,verify_credential,tx,PLK-d11-p2,2,640,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300650,804,3,3207,12828,53070,0,33828,266822,0,,,,,,2ee29d5501094520458c929b644ce4a0a0f45ca0b480b92576af41b30be4edda
primary-plonk-d11,primary,plonk,11,9,verify_credential,tx,PLK-d11-p3,3,896,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,298644,804,5,3201,12804,53010,0,33804,264840,0,,,,,,c25bc9bbede2b2df8aea1cdfd23e995df398f72a494a1e2f6469052cbb90f86d
primary-plonk-d11,primary,plonk,11,10,verify_credential,tx,PLK-d11-p4,4,1152,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299476,804,5,3201,12804,53010,0,33804,265672,0,,,,,,f4253711bd5cdd10940a540f32b8326b2eb5055392e87f0978383a126dc354c0
primary-plonk-d11,primary,plonk,11,11,verify_credential,tx,PLK-d11-p5,5,1408,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300516,804,5,3201,12804,53010,0,33804,266712,0,,,,,,38d75d228bf268c3365f0b76b425971c57ff8bc0a8673ec4afc7f992b9ef7588
primary-plonk-d11,primary,plonk,11,12,verify_credential,tx,PLK-d11-p6,6,1664,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,298766,804,4,3204,12816,53040,0,33816,264950,0,,,,,,8013e7d0f3f9b048b05f0cfc703586560dbdd141d56197f16c77583f3887a360
primary-plonk-d11,primary,plonk,11,13,verify_credential,tx,PLK-d11-p7,7,1920,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299598,804,4,3204,12816,53040,0,33816,265782,0,,,,,,8d42c7c17e96fffb22e1b6031c6c3b715f19ec05a67f995ee09e430a9c4fe047
primary-plonk-d11,primary,plonk,11,14,verify_proof_call,call,PLK-d11-p0,0,128,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,42d9b2d20d72d206abba5097ac76532b8062090f8cea9f4e0c2a8d9b6861d838
primary-plonk-d11,primary,plonk,11,15,verify_proof_call,call,PLK-d11-p1,1,384,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,6,3198,,,,,,,,,,,,9ccd9e77846daea08f1035a0ef08df84286cb7e5d8daa28d5197c5f4a5ce9668
primary-plonk-d11,primary,plonk,11,16,verify_proof_call,call,PLK-d11-p2,2,640,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,30ad1663cc0bd8295fc1ed381ea363968872a5f6431e9acc48eabd56b343bc1a
primary-plonk-d11,primary,plonk,11,17,verify_proof_call,call,PLK-d11-p3,3,896,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,5,3201,,,,,,,,,,,,c8ba1266c4dbceb5dcfd7be60c3b1f0cea3873f4a4c56e8fda87a23eff5ebff1
primary-plonk-d11,primary,plonk,11,18,verify_proof_call,call,PLK-d11-p4,4,1152,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,5,3201,,,,,,,,,,,,a76915548dcf5d23d868669660ef71e3877221f3d7e55c8c3ccbfbb662416929
primary-plonk-d11,primary,plonk,11,19,verify_proof_call,call,PLK-d11-p5,5,1408,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,5,3201,,,,,,,,,,,,ec5335a123dd6d326a8722727ea79ede70e0f6757e964ccb6a941cf4bb4d0311
primary-plonk-d11,primary,plonk,11,20,verify_proof_call,call,PLK-d11-p6,6,1664,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,ffa02f5588c6d722592d3723231e4f2a6a7e9122492e90ba0493b935fb7be2ae
primary-plonk-d11,primary,plonk,11,21,verify_proof_call,call,PLK-d11-p7,7,1920,A0,PlonkVerifierDepth11,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,01c3d0e0a3b82f2e099442cb58044628b271cf30c0789dcd58194a08aa1fd0fd
primary-plonk-d11,primary,plonk,11,22,verify_proof_direct,tx,PLK-d11-p0,0,128,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,291027,804,3,3207,12828,53070,0,33828,257199,0,,,,,,42d9b2d20d72d206abba5097ac76532b8062090f8cea9f4e0c2a8d9b6861d838
primary-plonk-d11,primary,plonk,11,23,verify_proof_direct,tx,PLK-d11-p1,1,384,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,290881,804,6,3198,12792,52980,0,33792,257089,0,,,,,,9ccd9e77846daea08f1035a0ef08df84286cb7e5d8daa28d5197c5f4a5ce9668
primary-plonk-d11,primary,plonk,11,24,verify_proof_direct,tx,PLK-d11-p2,2,640,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,291651,804,3,3207,12828,53070,0,33828,257823,0,,,,,,30ad1663cc0bd8295fc1ed381ea363968872a5f6431e9acc48eabd56b343bc1a
primary-plonk-d11,primary,plonk,11,25,verify_proof_direct,tx,PLK-d11-p3,3,896,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,289645,804,5,3201,12804,53010,0,33804,255841,0,,,,,,c8ba1266c4dbceb5dcfd7be60c3b1f0cea3873f4a4c56e8fda87a23eff5ebff1
primary-plonk-d11,primary,plonk,11,26,verify_proof_direct,tx,PLK-d11-p4,4,1152,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,290477,804,5,3201,12804,53010,0,33804,256673,0,,,,,,a76915548dcf5d23d868669660ef71e3877221f3d7e55c8c3ccbfbb662416929
primary-plonk-d11,primary,plonk,11,27,verify_proof_direct,tx,PLK-d11-p5,5,1408,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,291517,804,5,3201,12804,53010,0,33804,257713,0,,,,,,ec5335a123dd6d326a8722727ea79ede70e0f6757e964ccb6a941cf4bb4d0311
primary-plonk-d11,primary,plonk,11,28,verify_proof_direct,tx,PLK-d11-p6,6,1664,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,289767,804,4,3204,12816,53040,0,33816,255951,0,,,,,,ffa02f5588c6d722592d3723231e4f2a6a7e9122492e90ba0493b935fb7be2ae
primary-plonk-d11,primary,plonk,11,29,verify_proof_direct,tx,PLK-d11-p7,7,1920,A0,PlonkVerifierDepth11,1000000,1,1,,,,,1,290599,804,4,3204,12816,53040,0,33816,256783,0,,,,,,01c3d0e0a3b82f2e099442cb58044628b271cf30c0789dcd58194a08aa1fd0fd
primary-plonk-d11,primary,plonk,11,30,neg_unknown_root,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,3000000,0,0,Invalid root,Invalid root,,,1,53010,804,5,3201,12804,53010,0,33804,19206,1,,,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d11,primary,plonk,11,31,neg_tampered_call,call,PLK-d11-p0,0,128,A0,PlonkVerifierDepth11,,call,call,,,false,false,1,,804,3,3207,,,,,,,,,,,,fbad9cd0928acf67791ce161cac8e570bd576dd5b3da1d9bbec54d592181121a
primary-plonk-d11,primary,plonk,11,32,neg_tampered,tx,PLK-d11-p0,0,128,A0,CredentialManagerPlonk,3000000,0,0,Invalid proof,Invalid proof,,,1,298996,804,3,3207,12828,53070,0,33828,265168,0,,,,,,79ce7d8b09af7b21b66c65c3893d8558bcbbbae70ae5191211102a595b145ab5
primary-plonk-d11,primary,plonk,11,33,neg_cross_depth_setup,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47346,36,0,144,576,22440,0,21576,25770,0,,,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-plonk-d11,primary,plonk,11,34,neg_cross_depth_call,call,PLK-d15-p0,0,2048,A0,PlonkVerifierDepth11,,call,call,,,false,false,1,,804,5,3201,,,,,,,,,,,,c4b8e8f2a232c6173469d9623585996bc0fd8bd56327a2a75ac2c9f88179d5e5
primary-plonk-d11,primary,plonk,11,35,neg_cross_depth,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,3000000,0,0,Invalid proof,Invalid proof,,,1,298140,804,5,3201,12804,53010,0,33804,264336,0,,,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d11,primary,plonk,11,36,neg_non_issuer,tx,PLK-d11-p0,0,128,A1,CredentialManagerPlonk,300000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,24171,36,1,141,564,22410,0,21564,2607,0,,,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-plonk-d15,primary,plonk,15,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth15,6000000,1,1,,,,,1,1226937,5467,167,21367,85468,234670,32342,138810,1088127,0,1087000,5467,5435,0x9c067b2716d3bbe23dc32dc49ae4e785252bf62b7543147a64bbb2da0be8fec9,1,76bf43bcb55cb26f9487fd749e29b1f284385f0f2313df5303580ee4fae153d8
primary-plonk-d15,primary,plonk,15,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,6000000,1,1,,,,,1,541930,2302,81,8965,35860,110650,32144,89004,452926,0,406400,2302,2032,0x81cfa580fc010d5bf437f4e25120ed772a570f64d5503726e6beb874892ec653,1,bd7d37aac5445da7be132e8d32c481e19c8340c0c76eebdf81a7dbf12c9c4d18
primary-plonk-d15,primary,plonk,15,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47900,68,43,143,572,22430,0,21572,26328,0,,,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d15,primary,plonk,15,4,add_root,tx,,,,A0,CredentialManagerPlonk,300000,1,1,,,,,1,47346,36,0,144,576,22440,0,21576,25770,0,,,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-plonk-d15,primary,plonk,15,5,precheck_call,call,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,804,5,3201,,,,,,,,,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d15,primary,plonk,15,6,verify_credential,tx,PLK-d15-p0,0,2048,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299476,804,5,3201,12804,53010,0,33804,265672,0,,,,,,731e2753d2394287d3395e9ffe5e9434a5740b4f1d8464c12866368e5854c36b
primary-plonk-d15,primary,plonk,15,7,verify_credential,tx,PLK-d15-p1,1,6144,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299818,804,3,3207,12828,53070,0,33828,265990,0,,,,,,921eb65ed69700aeb78942204842c6c9d607a30bf58f9e599db65e2d6b40740c
primary-plonk-d15,primary,plonk,15,8,verify_credential,tx,PLK-d15-p2,2,10240,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299732,804,1,3213,12852,53130,0,33852,265880,0,,,,,,05e668185cd5c4df5f68a070936fe32cf9131f263fc331d9f80573261e6867f5
primary-plonk-d15,primary,plonk,15,9,verify_credential,tx,PLK-d15-p3,3,14336,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300870,804,2,3210,12840,53100,0,33840,267030,0,,,,,,85394d2b54416a9d59da90888e434547590fde57649806673207a3d6d24d9337
primary-plonk-d15,primary,plonk,15,10,verify_credential,tx,PLK-d15-p4,4,18432,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300234,804,3,3207,12828,53070,0,33828,266406,0,,,,,,dc32b9d7d9a6b3186d14da864d29e3eabc700cb38a2ac0d95947ebb028b22f04
primary-plonk-d15,primary,plonk,15,11,verify_credential,tx,PLK-d15-p5,5,22528,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,299904,804,4,3204,12816,53040,0,33816,266088,0,,,,,,f8f7a457b648faf9c34bd923990e5c0d6b89b76971e41378f9982e3f4602ea67
primary-plonk-d15,primary,plonk,15,12,verify_credential,tx,PLK-d15-p6,6,26624,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300540,804,3,3207,12828,53070,0,33828,266712,0,,,,,,c0e5d3e573002d9966204049c494012b9918f5ae54734327f972fcb7745505ff
primary-plonk-d15,primary,plonk,15,13,verify_credential,tx,PLK-d15-p7,7,30720,A0,CredentialManagerPlonk,1000000,1,1,,,,,1,300650,804,3,3207,12828,53070,0,33828,266822,0,,,,,,e61e673219ade001c92a75c0e1507cc595c463087d9d292d1bbe88e55098f287
primary-plonk-d15,primary,plonk,15,14,verify_proof_call,call,PLK-d15-p0,0,2048,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,5,3201,,,,,,,,,,,,c4b8e8f2a232c6173469d9623585996bc0fd8bd56327a2a75ac2c9f88179d5e5
primary-plonk-d15,primary,plonk,15,15,verify_proof_call,call,PLK-d15-p1,1,6144,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,5bb724d46328e6d974a0fd22f3582fb611f88e5bfd7c201771bd6a8a231def5e
primary-plonk-d15,primary,plonk,15,16,verify_proof_call,call,PLK-d15-p2,2,10240,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,1,3213,,,,,,,,,,,,48081f6dde67f024bc5f447cc8e86d4ea1ca339ca6bff5c9212809db2e5934a0
primary-plonk-d15,primary,plonk,15,17,verify_proof_call,call,PLK-d15-p3,3,14336,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,2,3210,,,,,,,,,,,,81635e1c61e985a8dd2799a9ab6587d59d2148b3792298760b4429e5cbba272a
primary-plonk-d15,primary,plonk,15,18,verify_proof_call,call,PLK-d15-p4,4,18432,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,e3bea8912047f3b90f8ddc5735ebf4506a7ee99793194ca0ba004e5f9da453bd
primary-plonk-d15,primary,plonk,15,19,verify_proof_call,call,PLK-d15-p5,5,22528,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,4,3204,,,,,,,,,,,,56a87f3134bf974cea820e4d10b2a97d9525e2270aa448a31cd773befd847fc9
primary-plonk-d15,primary,plonk,15,20,verify_proof_call,call,PLK-d15-p6,6,26624,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,1ef3d5200151bed3af70aa8b056242abd5aea670466a0f7996c83b417a459079
primary-plonk-d15,primary,plonk,15,21,verify_proof_call,call,PLK-d15-p7,7,30720,A0,PlonkVerifierDepth15,,call,call,,,true,true,1,,804,3,3207,,,,,,,,,,,,7f3024b86b76d419a8050a8bef69f971f0faaea495f1d48b77f46bc9008e0ba3
