backend,stage,role,depth,ratio,rounds,n,median,min,max,values,definition
plonk,verify_first_ms,stage,15,doubling_cpu4_over_cpu8,1-5,5,1.02648,0.993796,1.34741,r1=1.01716;r2=1.02648;r3=0.993796;r4=1.09967;r5=1.34741,T_r(cpu4)/T_r(cpu8)
plonk,verify_first_ms,stage,all,doubling_cpu4_over_cpu8,1-5,11,1.03627,0.964556,1.18241,d5=0.964556;d6=1.09718;d7=0.996616;d8=1.06556;d9=1.12211;d10=1.03627;d11=1.03061;d12=1.18241;d13=1.04965;d14=1.02694;d15=1.02648,median and min-max over depths of the per-depth median (Figure 5)
plonk,wall_ms,total,5,S4_cpu2_over_cpu4,1-5,5,1.19183,1.07074,1.31622,r1=1.31622;r2=1.19183;r3=1.23725;r4=1.16636;r5=1.07074,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,6,S4_cpu2_over_cpu4,1-5,5,1.1858,1.05812,1.31046,r1=1.31046;r2=1.1858;r3=1.18958;r4=1.17863;r5=1.05812,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,7,S4_cpu2_over_cpu4,1-5,5,1.16766,1.0274,1.3079,r1=1.3079;r2=1.18511;r3=1.12277;r4=1.16766;r5=1.0274,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,8,S4_cpu2_over_cpu4,1-5,5,1.19452,1.18609,1.30319,r1=1.30319;r2=1.19244;r3=1.19452;r4=1.18609;r5=1.19937,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,9,S4_cpu2_over_cpu4,1-5,5,1.18479,1.08252,1.30501,r1=1.30501;r2=1.18479;r3=1.19022;r4=1.17787;r5=1.08252,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,10,S4_cpu2_over_cpu4,1-5,5,1.18125,1.0683,1.30898,r1=1.30898;r2=1.19999;r3=1.18125;r4=1.18071;r5=1.0683,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,11,S4_cpu2_over_cpu4,1-5,5,1.18075,1.07172,1.33678,r1=1.33678;r2=1.18532;r3=1.18075;r4=1.17159;r5=1.07172,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,12,S4_cpu2_over_cpu4,1-5,5,1.18736,1.06511,1.31441,r1=1.31441;r2=1.18736;r3=1.18895;r4=1.1786;r5=1.06511,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,13,S4_cpu2_over_cpu4,1-5,5,1.18205,1.05863,1.30056,r1=1.30056;r2=1.19101;r3=1.17625;r4=1.18205;r5=1.05863,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,14,S4_cpu2_over_cpu4,1-5,5,1.1884,1.07131,1.2936,r1=1.2936;r2=1.1979;r3=1.17904;r4=1.1884;r5=1.07131,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,15,S4_cpu2_over_cpu4,1-5,5,1.17382,1.08596,1.31523,r1=1.31523;r2=1.19118;r3=1.17382;r4=1.17158;r5=1.08596,T_r(cpu2)/T_r(cpu4)
plonk,wall_ms,total,all,S4_cpu2_over_cpu4,1-5,11,1.18479,1.16766,1.19452,d5=1.19183;d6=1.1858;d7=1.16766;d8=1.19452;d9=1.18479;d10=1.18125;d11=1.18075;d12=1.18736;d13=1.18205;d14=1.1884;d15=1.17382,median and min-max over depths of the per-depth median (Figure 5)
plonk,wall_ms,total,5,S8_cpu2_over_cpu8,1-5,5,1.25869,1.25624,1.39499,r1=1.39499;r2=1.25624;r3=1.36907;r4=1.25647;r5=1.25869,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,6,S8_cpu2_over_cpu8,1-5,5,1.26613,1.24342,1.38704,r1=1.38704;r2=1.24439;r3=1.28727;r4=1.26613;r5=1.24342,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,7,S8_cpu2_over_cpu8,1-5,5,1.26397,1.25156,1.38398,r1=1.38398;r2=1.25156;r3=1.29795;r4=1.26397;r5=1.25538,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,8,S8_cpu2_over_cpu8,1-5,5,1.27861,1.26398,1.37591,r1=1.37591;r2=1.26398;r3=1.29814;r4=1.27331;r5=1.27861,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,9,S8_cpu2_over_cpu8,1-5,5,1.26482,1.25472,1.38842,r1=1.38842;r2=1.25472;r3=1.26482;r4=1.26054;r5=1.26591,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,10,S8_cpu2_over_cpu8,1-5,5,1.27142,1.24388,1.38596,r1=1.38596;r2=1.24388;r3=1.28946;r4=1.27142;r5=1.2523,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,11,S8_cpu2_over_cpu8,1-5,5,1.23824,1.21667,1.38633,r1=1.38633;r2=1.22496;r3=1.26873;r4=1.21667;r5=1.23824,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,12,S8_cpu2_over_cpu8,1-5,5,1.24189,1.22353,1.37764,r1=1.37764;r2=1.22353;r3=1.25931;r4=1.24169;r5=1.24189,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,13,S8_cpu2_over_cpu8,1-5,5,1.24658,1.24222,1.3814,r1=1.3814;r2=1.24222;r3=1.25863;r4=1.24658;r5=1.24646,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,14,S8_cpu2_over_cpu8,1-5,5,1.25327,1.21115,1.35219,r1=1.35219;r2=1.21115;r3=1.2721;r4=1.25327;r5=1.22723,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,15,S8_cpu2_over_cpu8,1-5,5,1.26179,1.22393,1.34398,r1=1.34398;r2=1.22393;r3=1.26179;r4=1.25174;r5=1.27332,T_r(cpu2)/T_r(cpu8)
plonk,wall_ms,total,all,S8_cpu2_over_cpu8,1-5,11,1.26179,1.23824,1.27861,d5=1.25869;d6=1.26613;d7=1.26397;d8=1.27861;d9=1.26482;d10=1.27142;d11=1.23824;d12=1.24189;d13=1.24658;d14=1.25327;d15=1.26179,median and min-max over depths of the per-depth median (Figure 5)
plonk,wall_ms,total,5,doubling_cpu4_over_cpu8,1-5,5,1.07726,1.05404,1.17553,r1=1.05985;r2=1.05404;r3=1.10653;r4=1.07726;r5=1.17553,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,6,doubling_cpu4_over_cpu8,1-5,5,1.07424,1.04941,1.17513,r1=1.05844;r2=1.04941;r3=1.08212;r4=1.07424;r5=1.17513,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,7,doubling_cpu4_over_cpu8,1-5,5,1.08247,1.05607,1.2219,r1=1.05817;r2=1.05607;r3=1.15602;r4=1.08247;r5=1.2219,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,8,doubling_cpu4_over_cpu8,1-5,5,1.06607,1.0558,1.08674,r1=1.0558;r2=1.06;r3=1.08674;r4=1.07353;r5=1.06607,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,9,doubling_cpu4_over_cpu8,1-5,5,1.06391,1.05903,1.16942,r1=1.06391;r2=1.05903;r3=1.06267;r4=1.07019;r5=1.16942,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,10,doubling_cpu4_over_cpu8,1-5,5,1.07682,1.03658,1.17224,r1=1.0588;r2=1.03658;r3=1.0916;r4=1.07682;r5=1.17224,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,11,doubling_cpu4_over_cpu8,1-5,5,1.03847,1.03344,1.15537,r1=1.03707;r2=1.03344;r3=1.07451;r4=1.03847;r5=1.15537,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,12,doubling_cpu4_over_cpu8,1-5,5,1.05353,1.03046,1.16597,r1=1.0481;r2=1.03046;r3=1.05918;r4=1.05353;r5=1.16597,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,13,doubling_cpu4_over_cpu8,1-5,5,1.06216,1.043,1.17743,r1=1.06216;r2=1.043;r3=1.07004;r4=1.05459;r5=1.17743,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,14,doubling_cpu4_over_cpu8,1-5,5,1.05459,1.01106,1.14554,r1=1.04529;r2=1.01106;r3=1.07893;r4=1.05459;r5=1.14554,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,15,doubling_cpu4_over_cpu8,1-5,5,1.06842,1.02186,1.17253,r1=1.02186;r2=1.02749;r3=1.07495;r4=1.06842;r5=1.17253,T_r(cpu4)/T_r(cpu8)
plonk,wall_ms,total,all,doubling_cpu4_over_cpu8,1-5,11,1.06607,1.03847,1.08247,d5=1.07726;d6=1.07424;d7=1.08247;d8=1.06607;d9=1.06391;d10=1.07682;d11=1.03847;d12=1.05353;d13=1.06216;d14=1.05459;d15=1.06842,median and min-max over depths of the per-depth median (Figure 5)
plonk,stage_sum_ms,diagnostic,5,S4_cpu2_over_cpu4,1-5,5,1.19183,1.07074,1.31622,r1=1.31622;r2=1.19183;r3=1.23726;r4=1.16636;r5=1.07074,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,6,S4_cpu2_over_cpu4,1-5,5,1.1858,1.05812,1.31046,r1=1.31046;r2=1.1858;r3=1.18958;r4=1.17863;r5=1.05812,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,7,S4_cpu2_over_cpu4,1-5,5,1.16767,1.0274,1.30791,r1=1.30791;r2=1.18511;r3=1.12277;r4=1.16767;r5=1.0274,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,8,S4_cpu2_over_cpu4,1-5,5,1.19452,1.18609,1.30319,r1=1.30319;r2=1.19243;r3=1.19452;r4=1.18609;r5=1.19937,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,9,S4_cpu2_over_cpu4,1-5,5,1.18479,1.08252,1.30501,r1=1.30501;r2=1.18479;r3=1.19022;r4=1.17787;r5=1.08252,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,10,S4_cpu2_over_cpu4,1-5,5,1.18126,1.0683,1.30898,r1=1.30898;r2=1.19999;r3=1.18126;r4=1.18071;r5=1.0683,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,11,S4_cpu2_over_cpu4,1-5,5,1.18075,1.07172,1.33678,r1=1.33678;r2=1.18532;r3=1.18075;r4=1.17159;r5=1.07172,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,12,S4_cpu2_over_cpu4,1-5,5,1.18736,1.06511,1.31441,r1=1.31441;r2=1.18736;r3=1.18895;r4=1.1786;r5=1.06511,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,13,S4_cpu2_over_cpu4,1-5,5,1.18205,1.05863,1.30056,r1=1.30056;r2=1.19101;r3=1.17625;r4=1.18205;r5=1.05863,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,14,S4_cpu2_over_cpu4,1-5,5,1.1884,1.07131,1.29361,r1=1.29361;r2=1.1979;r3=1.17905;r4=1.1884;r5=1.07131,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,15,S4_cpu2_over_cpu4,1-5,5,1.17382,1.08596,1.31523,r1=1.31523;r2=1.19118;r3=1.17382;r4=1.17158;r5=1.08596,T_r(cpu2)/T_r(cpu4)
plonk,stage_sum_ms,diagnostic,all,S4_cpu2_over_cpu4,1-5,11,1.18479,1.16767,1.19452,d5=1.19183;d6=1.1858;d7=1.16767;d8=1.19452;d9=1.18479;d10=1.18126;d11=1.18075;d12=1.18736;d13=1.18205;d14=1.1884;d15=1.17382,median and min-max over depths of the per-depth median (Figure 5)
plonk,stage_sum_ms,diagnostic,5,S8_cpu2_over_cpu8,1-5,5,1.25869,1.25624,1.39499,r1=1.39499;r2=1.25624;r3=1.36907;r4=1.25648;r5=1.25869,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,6,S8_cpu2_over_cpu8,1-5,5,1.26613,1.24343,1.38704,r1=1.38704;r2=1.24439;r3=1.28727;r4=1.26613;r5=1.24343,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,7,S8_cpu2_over_cpu8,1-5,5,1.26397,1.25156,1.38398,r1=1.38398;r2=1.25156;r3=1.29795;r4=1.26397;r5=1.25538,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,8,S8_cpu2_over_cpu8,1-5,5,1.27861,1.26398,1.37591,r1=1.37591;r2=1.26398;r3=1.29814;r4=1.27331;r5=1.27861,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,9,S8_cpu2_over_cpu8,1-5,5,1.26482,1.25472,1.38842,r1=1.38842;r2=1.25472;r3=1.26482;r4=1.26054;r5=1.26591,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,10,S8_cpu2_over_cpu8,1-5,5,1.27142,1.24388,1.38596,r1=1.38596;r2=1.24388;r3=1.28946;r4=1.27142;r5=1.2523,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,11,S8_cpu2_over_cpu8,1-5,5,1.23824,1.21667,1.38633,r1=1.38633;r2=1.22496;r3=1.26873;r4=1.21667;r5=1.23824,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,12,S8_cpu2_over_cpu8,1-5,5,1.24189,1.22353,1.37764,r1=1.37764;r2=1.22353;r3=1.25931;r4=1.24169;r5=1.24189,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,13,S8_cpu2_over_cpu8,1-5,5,1.24658,1.24222,1.3814,r1=1.3814;r2=1.24222;r3=1.25864;r4=1.24658;r5=1.24646,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,14,S8_cpu2_over_cpu8,1-5,5,1.25327,1.21115,1.35219,r1=1.35219;r2=1.21115;r3=1.2721;r4=1.25327;r5=1.22723,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,15,S8_cpu2_over_cpu8,1-5,5,1.26179,1.22393,1.34398,r1=1.34398;r2=1.22393;r3=1.26179;r4=1.25174;r5=1.27332,T_r(cpu2)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,all,S8_cpu2_over_cpu8,1-5,11,1.26179,1.23824,1.27861,d5=1.25869;d6=1.26613;d7=1.26397;d8=1.27861;d9=1.26482;d10=1.27142;d11=1.23824;d12=1.24189;d13=1.24658;d14=1.25327;d15=1.26179,median and min-max over depths of the per-depth median (Figure 5)
plonk,stage_sum_ms,diagnostic,5,doubling_cpu4_over_cpu8,1-5,5,1.07726,1.05404,1.17553,r1=1.05985;r2=1.05404;r3=1.10654;r4=1.07726;r5=1.17553,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,6,doubling_cpu4_over_cpu8,1-5,5,1.07424,1.04941,1.17513,r1=1.05844;r2=1.04941;r3=1.08212;r4=1.07424;r5=1.17513,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,7,doubling_cpu4_over_cpu8,1-5,5,1.08247,1.05607,1.2219,r1=1.05816;r2=1.05607;r3=1.15602;r4=1.08247;r5=1.2219,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,8,doubling_cpu4_over_cpu8,1-5,5,1.06607,1.0558,1.08674,r1=1.0558;r2=1.06;r3=1.08674;r4=1.07353;r5=1.06607,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,9,doubling_cpu4_over_cpu8,1-5,5,1.06391,1.05903,1.16942,r1=1.06391;r2=1.05903;r3=1.06267;r4=1.07019;r5=1.16942,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,10,doubling_cpu4_over_cpu8,1-5,5,1.07682,1.03658,1.17224,r1=1.0588;r2=1.03658;r3=1.0916;r4=1.07682;r5=1.17224,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,11,doubling_cpu4_over_cpu8,1-5,5,1.03847,1.03344,1.15537,r1=1.03707;r2=1.03344;r3=1.07451;r4=1.03847;r5=1.15537,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,12,doubling_cpu4_over_cpu8,1-5,5,1.05353,1.03047,1.16597,r1=1.0481;r2=1.03047;r3=1.05918;r4=1.05353;r5=1.16597,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,13,doubling_cpu4_over_cpu8,1-5,5,1.06216,1.043,1.17743,r1=1.06216;r2=1.043;r3=1.07004;r4=1.05459;r5=1.17743,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,14,doubling_cpu4_over_cpu8,1-5,5,1.05459,1.01106,1.14554,r1=1.04529;r2=1.01106;r3=1.07893;r4=1.05459;r5=1.14554,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,15,doubling_cpu4_over_cpu8,1-5,5,1.06842,1.02186,1.17253,r1=1.02186;r2=1.02749;r3=1.07495;r4=1.06842;r5=1.17253,T_r(cpu4)/T_r(cpu8)
plonk,stage_sum_ms,diagnostic,all,doubling_cpu4_over_cpu8,1-5,11,1.06607,1.03847,1.08247,d5=1.07726;d6=1.07424;d7=1.08247;d8=1.06607;d9=1.06391;d10=1.07682;d11=1.03847;d12=1.05353;d13=1.06216;d14=1.05459;d15=1.06842,median and min-max over depths of the per-depth median (Figure 5)
