backend,profile_id,quantity,metric,rounds,n,median,min,max,values,definition
plonk,cpu2,A_boundary_d11_over_d10,prove_ms,1-5,5,1.92745,1.92069,1.94721,r1=1.94721;r2=1.92315;r3=1.92745;r4=1.92069;r5=1.93849,prove_r(11)/prove_r(10)
plonk,cpu2,S_plateau_medU_over_medL,prove_ms,1-5,5,1.92669,1.92051,1.94229,r1=1.94229;r2=1.92669;r3=1.92051;r4=1.92406;r5=1.93174,"median over d in {11..15} / median over d in {5..10}, per round"
plonk,cpu2,plateau_end_L_d10_over_d5,prove_ms,1-5,5,1.00576,0.943347,1.01321,r1=1.00694;r2=1.00576;r3=0.943347;r4=1.01321;r5=0.993641,prove_r(10)/prove_r(5)
plonk,cpu2,plateau_end_U_d15_over_d11,prove_ms,1-5,5,0.99819,0.99136,1.01767,r1=0.99136;r2=0.99819;r3=0.992228;r4=0.999423;r5=1.01767,prove_r(15)/prove_r(11)
plonk,cpu2,adjacent_d6_over_d5,prove_ms,1-5,5,1.001,0.945587,1.00539,r1=1.001;r2=1.00539;r3=0.945587;r4=1.00457;r5=0.984271,"prove_r(6)/prove_r(5), within plateau L"
plonk,cpu2,adjacent_d7_over_d6,prove_ms,1-5,5,1.0032,0.996888,1.00991,r1=0.999525;r2=0.996888;r3=1.0032;r4=1.00689;r5=1.00991,"prove_r(7)/prove_r(6), within plateau L"
plonk,cpu2,adjacent_d8_over_d7,prove_ms,1-5,5,1.00219,0.999086,1.00575,r1=1.0028;r2=1.00117;r3=0.999086;r4=1.00219;r5=1.00575,"prove_r(8)/prove_r(7), within plateau L"
plonk,cpu2,adjacent_d9_over_d8,prove_ms,1-5,5,0.996927,0.99214,1.00721,r1=0.996927;r2=1.00475;r3=0.99214;r4=0.996544;r5=1.00721,"prove_r(9)/prove_r(8), within plateau L"
plonk,cpu2,adjacent_d10_over_d9,prove_ms,1-5,5,1.00297,0.986783,1.00669,r1=1.00669;r2=0.997578;r3=1.00324;r4=1.00297;r5=0.986783,"prove_r(10)/prove_r(9), within plateau L"
plonk,cpu2,adjacent_within_L_pooled,prove_ms,1-5,25,1.00219,0.945587,1.00991,r1:d6/d5=1.001;r2:d6/d5=1.00539;r3:d6/d5=0.945587;r4:d6/d5=1.00457;r5:d6/d5=0.984271;r1:d7/d6=0.999525;r2:d7/d6=0.996888;r3:d7/d6=1.0032;r4:d7/d6=1.00689;r5:d7/d6=1.00991;r1:d8/d7=1.0028;r2:d8/d7=1.00117;r3:d8/d7=0.999086;r4:d8/d7=1.00219;r5:d8/d7=1.00575;r1:d9/d8=0.996927;r2:d9/d8=1.00475;r3:d9/d8=0.99214;r4:d9/d8=0.996544;r5:d9/d8=1.00721;r1:d10/d9=1.00669;r2:d10/d9=0.997578;r3:d10/d9=1.00324;r4:d10/d9=1.00297;r5:d10/d9=0.986783,"all adjacent ratios within plateau L, pooled over pairs and rounds"
plonk,cpu2,adjacent_d12_over_d11,prove_ms,1-5,5,0.994795,0.990966,1.00095,r1=0.992391;r2=1.00095;r3=0.994795;r4=0.998811;r5=0.990966,"prove_r(12)/prove_r(11), within plateau U"
plonk,cpu2,adjacent_d13_over_d12,prove_ms,1-5,5,0.997993,0.992354,1.00514,r1=0.992354;r2=1.00119;r3=1.00514;r4=0.997993;r5=0.9975,"prove_r(13)/prove_r(12), within plateau U"
plonk,cpu2,adjacent_d14_over_d13,prove_ms,1-5,5,1.00452,0.986627,1.01141,r1=0.986627;r2=0.998352;r3=1.00452;r4=1.01047;r5=1.01141,"prove_r(14)/prove_r(13), within plateau U"
plonk,cpu2,adjacent_d15_over_d14,prove_ms,1-5,5,0.997697,0.98785,1.0203,r1=1.0203;r2=0.997697;r3=0.98785;r4=0.992238;r5=1.01791,"prove_r(15)/prove_r(14), within plateau U"
plonk,cpu2,adjacent_within_U_pooled,prove_ms,1-5,20,0.998173,0.986627,1.0203,r1:d12/d11=0.992391;r2:d12/d11=1.00095;r3:d12/d11=0.994795;r4:d12/d11=0.998811;r5:d12/d11=0.990966;r1:d13/d12=0.992354;r2:d13/d12=1.00119;r3:d13/d12=1.00514;r4:d13/d12=0.997993;r5:d13/d12=0.9975;r1:d14/d13=0.986627;r2:d14/d13=0.998352;r3:d14/d13=1.00452;r4:d14/d13=1.01047;r5:d14/d13=1.01141;r1:d15/d14=1.0203;r2:d15/d14=0.997697;r3:d15/d14=0.98785;r4:d15/d14=0.992238;r5:d15/d14=1.01791,"all adjacent ratios within plateau U, pooled over pairs and rounds"
groth16,cpu2,depth_d15_over_d5,prove_ms,1-5,5,2.02628,1.78929,2.06415,r1=1.78929;r2=2.04151;r3=1.90186;r4=2.02628;r5=2.06415,prove_r(15)/prove_r(5)
groth16,cpu2,B_boundary_d8_over_d7,prove_ms,1-5,5,1.19046,1.00801,1.31128,r1=1.31128;r2=1.19046;r3=1.22972;r4=1.0701;r5=1.00801,prove_r(8)/prove_r(7)
groth16,cpu2,S_plateau_medU_over_medL,prove_ms,1-5,5,1.42583,1.34384,1.48098,r1=1.48098;r2=1.46519;r3=1.42583;r4=1.34384;r5=1.40293,"median over d in {8..15} / median over d in {5,6,7}, per round"
groth16,cpu2,adjacent_d6_over_d5,prove_ms,1-5,5,1.15883,0.866583,1.21991,r1=0.866583;r2=1.15883;r3=1.1572;r4=1.20339;r5=1.21991,prove_r(6)/prove_r(5)
groth16,cpu2,adjacent_d7_over_d6,prove_ms,1-5,5,1.05589,0.928164,1.11832,r1=1.11832;r2=1.05589;r3=0.928164;r4=0.982764;r5=1.11295,prove_r(7)/prove_r(6)
groth16,cpu2,adjacent_d8_over_d7,prove_ms,1-5,5,1.19046,1.00801,1.31128,r1=1.31128;r2=1.19046;r3=1.22972;r4=1.0701;r5=1.00801,prove_r(8)/prove_r(7)
groth16,cpu2,adjacent_d9_over_d8,prove_ms,1-5,5,1.06368,0.975674,1.17931,r1=1.0749;r2=0.975674;r3=1.01437;r4=1.17931;r5=1.06368,prove_r(9)/prove_r(8)
groth16,cpu2,adjacent_d10_over_d9,prove_ms,1-5,5,1.08377,0.98524,1.15811,r1=0.993829;r2=1.15811;r3=1.08377;r4=0.98524;r5=1.1537,prove_r(10)/prove_r(9)
groth16,cpu2,adjacent_d11_over_d10,prove_ms,1-5,5,0.984079,0.960488,1.0291,r1=1.00054;r2=0.960488;r3=1.0291;r4=0.984079;r5=0.982321,prove_r(11)/prove_r(10)
groth16,cpu2,adjacent_d12_over_d11,prove_ms,1-5,5,1.10691,1.04974,1.1652,r1=1.10768;r2=1.10691;r3=1.04974;r4=1.1652;r5=1.05677,prove_r(12)/prove_r(11)
groth16,cpu2,adjacent_d13_over_d12,prove_ms,1-5,5,1.04564,1.00069,1.12651,r1=1.12651;r2=1.00069;r3=1.04564;r4=1.04356;r5=1.07562,prove_r(13)/prove_r(12)
groth16,cpu2,adjacent_d14_over_d13,prove_ms,1-5,5,1.00341,0.977631,1.09551,r1=0.987281;r2=1.09551;r3=1.02814;r4=1.00341;r5=0.977631,prove_r(14)/prove_r(13)
groth16,cpu2,adjacent_d15_over_d14,prove_ms,1-5,5,1.12591,1.0642,1.14768,r1=1.06931;r2=1.0642;r3=1.12779;r4=1.14768;r5=1.12591,prove_r(15)/prove_r(14)
groth16,cpu2,adjacent_within_L_pooled,prove_ms,1-5,10,1.11564,0.866583,1.21991,r1:d6/d5=0.866583;r2:d6/d5=1.15883;r3:d6/d5=1.1572;r4:d6/d5=1.20339;r5:d6/d5=1.21991;r1:d7/d6=1.11832;r2:d7/d6=1.05589;r3:d7/d6=0.928164;r4:d7/d6=0.982764;r5:d7/d6=1.11295,"all adjacent ratios within plateau L, pooled over pairs and rounds"
groth16,cpu2,adjacent_within_U_pooled,prove_ms,1-5,35,1.05677,0.960488,1.17931,r1:d9/d8=1.0749;r2:d9/d8=0.975674;r3:d9/d8=1.01437;r4:d9/d8=1.17931;r5:d9/d8=1.06368;r1:d10/d9=0.993829;r2:d10/d9=1.15811;r3:d10/d9=1.08377;r4:d10/d9=0.98524;r5:d10/d9=1.1537;r1:d11/d10=1.00054;r2:d11/d10=0.960488;r3:d11/d10=1.0291;r4:d11/d10=0.984079;r5:d11/d10=0.982321;r1:d12/d11=1.10768;r2:d12/d11=1.10691;r3:d12/d11=1.04974;r4:d12/d11=1.1652;r5:d12/d11=1.05677;r1:d13/d12=1.12651;r2:d13/d12=1.00069;r3:d13/d12=1.04564;r4:d13/d12=1.04356;r5:d13/d12=1.07562;r1:d14/d13=0.987281;r2:d14/d13=1.09551;r3:d14/d13=1.02814;r4:d14/d13=1.00341;r5:d14/d13=0.977631;r1:d15/d14=1.06931;r2:d15/d14=1.0642;r3:d15/d14=1.12779;r4:d15/d14=1.14768;r5:d15/d14=1.12591,"all adjacent ratios within plateau U, pooled over pairs and rounds"
groth16,cpu2,depth_d15_over_d5,prove_ms,1-10,10,1.79164,1.63421,2.06415,r1=1.78929;r2=2.04151;r3=1.90186;r4=2.02628;r5=2.06415;r6=1.63421;r7=1.79399;r8=1.74309;r9=1.73596;r10=1.68382,prove_r(15)/prove_r(5)
groth16,cpu2,B_boundary_d8_over_d7,prove_ms,1-10,10,1.14328,0.999467,1.31128,r1=1.31128;r2=1.19046;r3=1.22972;r4=1.0701;r5=1.00801;r6=1.13525;r7=1.15475;r8=1.1513;r9=1.06626;r10=0.999467,prove_r(8)/prove_r(7)
groth16,cpu2,S_plateau_medU_over_medL,prove_ms,1-10,10,1.42788,1.34384,1.5164,r1=1.48098;r2=1.46519;r3=1.42583;r4=1.34384;r5=1.40293;r6=1.5164;r7=1.42992;r8=1.47314;r9=1.37772;r10=1.40916,"median over d in {8..15} / median over d in {5,6,7}, per round"
groth16,cpu2,adjacent_d6_over_d5,prove_ms,1-10,10,1.06349,0.866583,1.21991,r1=0.866583;r2=1.15883;r3=1.1572;r4=1.20339;r5=1.21991;r6=1.01942;r7=1.05892;r8=1.06729;r9=1.05968;r10=1.05708,prove_r(6)/prove_r(5)
groth16,cpu2,adjacent_d7_over_d6,prove_ms,1-10,10,1.06081,0.928164,1.15594,r1=1.11832;r2=1.05589;r3=0.928164;r4=0.982764;r5=1.11295;r6=1.06574;r7=1.03051;r8=1.07755;r9=1.04238;r10=1.15594,prove_r(7)/prove_r(6)
groth16,cpu2,adjacent_d8_over_d7,prove_ms,1-10,10,1.14328,0.999467,1.31128,r1=1.31128;r2=1.19046;r3=1.22972;r4=1.0701;r5=1.00801;r6=1.13525;r7=1.15475;r8=1.1513;r9=1.06626;r10=0.999467,prove_r(8)/prove_r(7)
groth16,cpu2,adjacent_d9_over_d8,prove_ms,1-10,10,1.0586,0.975674,1.17931,r1=1.0749;r2=0.975674;r3=1.01437;r4=1.17931;r5=1.06368;r6=1.13132;r7=1.05352;r8=1.03596;r9=1.10757;r10=1.05008,prove_r(9)/prove_r(8)
groth16,cpu2,adjacent_d10_over_d9,prove_ms,1-10,10,1.06136,0.98524,1.15811,r1=0.993829;r2=1.15811;r3=1.08377;r4=0.98524;r5=1.1537;r6=1.0105;r7=0.988362;r8=1.03896;r9=1.08538;r10=1.09937,prove_r(10)/prove_r(9)
groth16,cpu2,adjacent_d11_over_d10,prove_ms,1-10,10,1.01482,0.960488,1.14483,r1=1.00054;r2=0.960488;r3=1.0291;r4=0.984079;r5=0.982321;r6=1.10114;r7=1.12844;r8=1.14483;r9=0.97715;r10=1.02981,prove_r(11)/prove_r(10)
groth16,cpu2,adjacent_d12_over_d11,prove_ms,1-10,10,1.05435,0.927372,1.1652,r1=1.10768;r2=1.10691;r3=1.04974;r4=1.1652;r5=1.05677;r6=0.991294;r7=1.04533;r8=0.927372;r9=1.1056;r10=1.05194,prove_r(12)/prove_r(11)
groth16,cpu2,adjacent_d13_over_d12,prove_ms,1-10,10,1.05526,0.983281,1.15482,r1=1.12651;r2=1.00069;r3=1.04564;r4=1.04356;r5=1.07562;r6=1.09261;r7=1.06488;r8=1.15482;r9=0.983281;r10=1.02463,prove_r(13)/prove_r(12)
groth16,cpu2,adjacent_d14_over_d13,prove_ms,1-10,10,1.01578,0.975361,1.19384,r1=0.987281;r2=1.09551;r3=1.02814;r4=1.00341;r5=0.977631;r6=0.98671;r7=1.05993;r8=0.975361;r9=1.19384;r10=1.06576,prove_r(14)/prove_r(13)
groth16,cpu2,adjacent_d15_over_d14,prove_ms,1-10,10,1.04557,0.966804,1.14768,r1=1.06931;r2=1.0642;r3=1.12779;r4=1.14768;r5=1.12591;r6=0.984893;r7=1.02695;r8=1.0228;r9=0.966804;r10=1.00959,prove_r(15)/prove_r(14)
groth16,cpu2,adjacent_within_L_pooled,prove_ms,1-10,20,1.06271,0.866583,1.21991,r1:d6/d5=0.866583;r2:d6/d5=1.15883;r3:d6/d5=1.1572;r4:d6/d5=1.20339;r5:d6/d5=1.21991;r6:d6/d5=1.01942;r7:d6/d5=1.05892;r8:d6/d5=1.06729;r9:d6/d5=1.05968;r10:d6/d5=1.05708;r1:d7/d6=1.11832;r2:d7/d6=1.05589;r3:d7/d6=0.928164;r4:d7/d6=0.982764;r5:d7/d6=1.11295;r6:d7/d6=1.06574;r7:d7/d6=1.03051;r8:d7/d6=1.07755;r9:d7/d6=1.04238;r10:d7/d6=1.15594,"all adjacent ratios within plateau L, pooled over pairs and rounds"
groth16,cpu2,adjacent_within_U_pooled,prove_ms,1-10,70,1.04991,0.927372,1.19384,r1:d9/d8=1.0749;r2:d9/d8=0.975674;r3:d9/d8=1.01437;r4:d9/d8=1.17931;r5:d9/d8=1.06368;r6:d9/d8=1.13132;r7:d9/d8=1.05352;r8:d9/d8=1.03596;r9:d9/d8=1.10757;r10:d9/d8=1.05008;r1:d10/d9=0.993829;r2:d10/d9=1.15811;r3:d10/d9=1.08377;r4:d10/d9=0.98524;r5:d10/d9=1.1537;r6:d10/d9=1.0105;r7:d10/d9=0.988362;r8:d10/d9=1.03896;r9:d10/d9=1.08538;r10:d10/d9=1.09937;r1:d11/d10=1.00054;r2:d11/d10=0.960488;r3:d11/d10=1.0291;r4:d11/d10=0.984079;r5:d11/d10=0.982321;r6:d11/d10=1.10114;r7:d11/d10=1.12844;r8:d11/d10=1.14483;r9:d11/d10=0.97715;r10:d11/d10=1.02981;r1:d12/d11=1.10768;r2:d12/d11=1.10691;r3:d12/d11=1.04974;r4:d12/d11=1.1652;r5:d12/d11=1.05677;r6:d12/d11=0.991294;r7:d12/d11=1.04533;r8:d12/d11=0.927372;r9:d12/d11=1.1056;r10:d12/d11=1.05194;r1:d13/d12=1.12651;r2:d13/d12=1.00069;r3:d13/d12=1.04564;r4:d13/d12=1.04356;r5:d13/d12=1.07562;r6:d13/d12=1.09261;r7:d13/d12=1.06488;r8:d13/d12=1.15482;r9:d13/d12=0.983281;r10:d13/d12=1.02463;r1:d14/d13=0.987281;r2:d14/d13=1.09551;r3:d14/d13=1.02814;r4:d14/d13=1.00341;r5:d14/d13=0.977631;r6:d14/d13=0.98671;r7:d14/d13=1.05993;r8:d14/d13=0.975361;r9:d14/d13=1.19384;r10:d14/d13=1.06576;r1:d15/d14=1.06931;r2:d15/d14=1.0642;r3:d15/d14=1.12779;r4:d15/d14=1.14768;r5:d15/d14=1.12591;r6:d15/d14=0.984893;r7:d15/d14=1.02695;r8:d15/d14=1.0228;r9:d15/d14=0.966804;r10:d15/d14=1.00959,"all adjacent ratios within plateau U, pooled over pairs and rounds"
groth16,cpu2,depth_d15_over_d5,prove_ms,6-10,5,1.73596,1.63421,1.79399,r6=1.63421;r7=1.79399;r8=1.74309;r9=1.73596;r10=1.68382,prove_r(15)/prove_r(5)
groth16,cpu2,B_boundary_d8_over_d7,prove_ms,6-10,5,1.13525,0.999467,1.15475,r6=1.13525;r7=1.15475;r8=1.1513;r9=1.06626;r10=0.999467,prove_r(8)/prove_r(7)
groth16,cpu2,S_plateau_medU_over_medL,prove_ms,6-10,5,1.42992,1.37772,1.5164,r6=1.5164;r7=1.42992;r8=1.47314;r9=1.37772;r10=1.40916,"median over d in {8..15} / median over d in {5,6,7}, per round"
groth16,cpu2,adjacent_d6_over_d5,prove_ms,6-10,5,1.05892,1.01942,1.06729,r6=1.01942;r7=1.05892;r8=1.06729;r9=1.05968;r10=1.05708,prove_r(6)/prove_r(5)
groth16,cpu2,adjacent_d7_over_d6,prove_ms,6-10,5,1.06574,1.03051,1.15594,r6=1.06574;r7=1.03051;r8=1.07755;r9=1.04238;r10=1.15594,prove_r(7)/prove_r(6)
groth16,cpu2,adjacent_d8_over_d7,prove_ms,6-10,5,1.13525,0.999467,1.15475,r6=1.13525;r7=1.15475;r8=1.1513;r9=1.06626;r10=0.999467,prove_r(8)/prove_r(7)
groth16,cpu2,adjacent_d9_over_d8,prove_ms,6-10,5,1.05352,1.03596,1.13132,r6=1.13132;r7=1.05352;r8=1.03596;r9=1.10757;r10=1.05008,prove_r(9)/prove_r(8)
groth16,cpu2,adjacent_d10_over_d9,prove_ms,6-10,5,1.03896,0.988362,1.09937,r6=1.0105;r7=0.988362;r8=1.03896;r9=1.08538;r10=1.09937,prove_r(10)/prove_r(9)
groth16,cpu2,adjacent_d11_over_d10,prove_ms,6-10,5,1.10114,0.97715,1.14483,r6=1.10114;r7=1.12844;r8=1.14483;r9=0.97715;r10=1.02981,prove_r(11)/prove_r(10)
groth16,cpu2,adjacent_d12_over_d11,prove_ms,6-10,5,1.04533,0.927372,1.1056,r6=0.991294;r7=1.04533;r8=0.927372;r9=1.1056;r10=1.05194,prove_r(12)/prove_r(11)
groth16,cpu2,adjacent_d13_over_d12,prove_ms,6-10,5,1.06488,0.983281,1.15482,r6=1.09261;r7=1.06488;r8=1.15482;r9=0.983281;r10=1.02463,prove_r(13)/prove_r(12)
groth16,cpu2,adjacent_d14_over_d13,prove_ms,6-10,5,1.05993,0.975361,1.19384,r6=0.98671;r7=1.05993;r8=0.975361;r9=1.19384;r10=1.06576,prove_r(14)/prove_r(13)
groth16,cpu2,adjacent_d15_over_d14,prove_ms,6-10,5,1.00959,0.966804,1.02695,r6=0.984893;r7=1.02695;r8=1.0228;r9=0.966804;r10=1.00959,prove_r(15)/prove_r(14)
groth16,cpu2,adjacent_within_L_pooled,prove_ms,6-10,10,1.0593,1.01942,1.15594,r6:d6/d5=1.01942;r7:d6/d5=1.05892;r8:d6/d5=1.06729;r9:d6/d5=1.05968;r10:d6/d5=1.05708;r6:d7/d6=1.06574;r7:d7/d6=1.03051;r8:d7/d6=1.07755;r9:d7/d6=1.04238;r10:d7/d6=1.15594,"all adjacent ratios within plateau L, pooled over pairs and rounds"
groth16,cpu2,adjacent_within_U_pooled,prove_ms,6-10,35,1.04533,0.927372,1.19384,r6:d9/d8=1.13132;r7:d9/d8=1.05352;r8:d9/d8=1.03596;r9:d9/d8=1.10757;r10:d9/d8=1.05008;r6:d10/d9=1.0105;r7:d10/d9=0.988362;r8:d10/d9=1.03896;r9:d10/d9=1.08538;r10:d10/d9=1.09937;r6:d11/d10=1.10114;r7:d11/d10=1.12844;r8:d11/d10=1.14483;r9:d11/d10=0.97715;r10:d11/d10=1.02981;r6:d12/d11=0.991294;r7:d12/d11=1.04533;r8:d12/d11=0.927372;r9:d12/d11=1.1056;r10:d12/d11=1.05194;r6:d13/d12=1.09261;r7:d13/d12=1.06488;r8:d13/d12=1.15482;r9:d13/d12=0.983281;r10:d13/d12=1.02463;r6:d14/d13=0.98671;r7:d14/d13=1.05993;r8:d14/d13=0.975361;r9:d14/d13=1.19384;r10:d14/d13=1.06576;r6:d15/d14=0.984893;r7:d15/d14=1.02695;r8:d15/d14=1.0228;r9:d15/d14=0.966804;r10:d15/d14=1.00959,"all adjacent ratios within plateau U, pooled over pairs and rounds"
plonk,cpu4,A_boundary_d11_over_d10,prove_ms,1-5,5,1.93157,1.90607,1.9463,r1=1.90607;r2=1.9463;r3=1.92761;r4=1.93375;r5=1.93157,prove_r(11)/prove_r(10)
plonk,cpu4,S_plateau_medU_over_medL,prove_ms,1-5,5,1.92822,1.92228,1.93192,r1=1.92768;r2=1.92822;r3=1.93192;r4=1.92228;r5=1.9313,"median over d in {11..15} / median over d in {5..10}, per round"
plonk,cpu4,plateau_end_L_d10_over_d5,prove_ms,1-5,5,0.99934,0.987872,1.01257,r1=1.01257;r2=0.99934;r3=0.987872;r4=1.0006;r5=0.996607,prove_r(10)/prove_r(5)
plonk,cpu4,plateau_end_U_d15_over_d11,prove_ms,1-5,5,0.999347,0.992497,1.00674,r1=1.00674;r2=0.992497;r3=0.997749;r4=0.999347;r5=1.00423,prove_r(15)/prove_r(11)
plonk,cpu4,adjacent_d6_over_d5,prove_ms,1-5,5,0.997073,0.983462,1.011,r1=1.00531;r2=1.011;r3=0.983462;r4=0.993208;r5=0.997073,"prove_r(6)/prove_r(5), within plateau L"
plonk,cpu4,adjacent_d7_over_d6,prove_ms,1-5,5,1.01595,0.997188,1.06302,r1=1.00147;r2=0.997188;r3=1.06302;r4=1.01595;r5=1.03998,"prove_r(7)/prove_r(6), within plateau L"
plonk,cpu4,adjacent_d8_over_d7,prove_ms,1-5,5,0.987221,0.861208,1.0063,r1=1.0063;r2=0.995267;r3=0.939095;r4=0.987221;r5=0.861208,"prove_r(8)/prove_r(7), within plateau L"
plonk,cpu4,adjacent_d9_over_d8,prove_ms,1-5,5,1.00332,0.99488,1.11567,r1=0.996053;r2=1.01129;r3=0.99488;r4=1.00332;r5=1.11567,"prove_r(9)/prove_r(8), within plateau L"
plonk,cpu4,adjacent_d10_over_d9,prove_ms,1-5,5,1.00114,0.984851,1.0114,r1=1.0034;r2=0.984851;r3=1.0114;r4=1.00114;r5=1.00029,"prove_r(10)/prove_r(9), within plateau L"
plonk,cpu4,adjacent_within_L_pooled,prove_ms,1-5,25,1.00114,0.861208,1.11567,r1:d6/d5=1.00531;r2:d6/d5=1.011;r3:d6/d5=0.983462;r4:d6/d5=0.993208;r5:d6/d5=0.997073;r1:d7/d6=1.00147;r2:d7/d6=0.997188;r3:d7/d6=1.06302;r4:d7/d6=1.01595;r5:d7/d6=1.03998;r1:d8/d7=1.0063;r2:d8/d7=0.995267;r3:d8/d7=0.939095;r4:d8/d7=0.987221;r5:d8/d7=0.861208;r1:d9/d8=0.996053;r2:d9/d8=1.01129;r3:d9/d8=0.99488;r4:d9/d8=1.00332;r5:d9/d8=1.11567;r1:d10/d9=1.0034;r2:d10/d9=0.984851;r3:d10/d9=1.0114;r4:d10/d9=1.00114;r5:d10/d9=1.00029,"all adjacent ratios within plateau L, pooled over pairs and rounds"
plonk,cpu4,adjacent_d12_over_d11,prove_ms,1-5,5,0.997603,0.987753,1.00915,r1=1.00915;r2=0.998983;r3=0.987753;r4=0.993208;r5=0.997603,"prove_r(12)/prove_r(11), within plateau U"
plonk,cpu4,adjacent_d13_over_d12,prove_ms,1-5,5,1.00314,0.995283,1.01623,r1=1.00331;r2=0.998105;r3=1.01623;r4=0.995283;r5=1.00314,"prove_r(13)/prove_r(12), within plateau U"
plonk,cpu4,adjacent_d14_over_d13,prove_ms,1-5,5,0.999367,0.991322,1.00453,r1=0.991322;r2=0.992458;r3=1.0021;r4=1.00453;r5=0.999367,"prove_r(14)/prove_r(13), within plateau U"
plonk,cpu4,adjacent_d15_over_d14,prove_ms,1-5,5,1.00302,0.991906,1.00639,r1=1.00302;r2=1.00296;r3=0.991906;r4=1.00639;r5=1.00413,"prove_r(15)/prove_r(14), within plateau U"
plonk,cpu4,adjacent_within_U_pooled,prove_ms,1-5,20,1.00073,0.987753,1.01623,r1:d12/d11=1.00915;r2:d12/d11=0.998983;r3:d12/d11=0.987753;r4:d12/d11=0.993208;r5:d12/d11=0.997603;r1:d13/d12=1.00331;r2:d13/d12=0.998105;r3:d13/d12=1.01623;r4:d13/d12=0.995283;r5:d13/d12=1.00314;r1:d14/d13=0.991322;r2:d14/d13=0.992458;r3:d14/d13=1.0021;r4:d14/d13=1.00453;r5:d14/d13=0.999367;r1:d15/d14=1.00302;r2:d15/d14=1.00296;r3:d15/d14=0.991906;r4:d15/d14=1.00639;r5:d15/d14=1.00413,"all adjacent ratios within plateau U, pooled over pairs and rounds"
groth16,cpu4,depth_d15_over_d5,prove_ms,1-5,5,1.85898,1.84293,1.98918,r1=1.98918;r2=1.91818;r3=1.84396;r4=1.84293;r5=1.85898,prove_r(15)/prove_r(5)
groth16,cpu4,B_boundary_d8_over_d7,prove_ms,1-5,5,1.1667,1.08747,1.22601,r1=1.22601;r2=1.08747;r3=1.1889;r4=1.1667;r5=1.10304,prove_r(8)/prove_r(7)
groth16,cpu4,S_plateau_medU_over_medL,prove_ms,1-5,5,1.51189,1.43613,1.54838,r1=1.51189;r2=1.54838;r3=1.505;r4=1.43613;r5=1.54073,"median over d in {8..15} / median over d in {5,6,7}, per round"
groth16,cpu4,adjacent_d6_over_d5,prove_ms,1-5,5,1.11082,1.06725,1.14851,r1=1.14851;r2=1.06725;r3=1.11082;r4=1.12926;r5=1.08871,prove_r(6)/prove_r(5)
groth16,cpu4,adjacent_d7_over_d6,prove_ms,1-5,5,1.06745,1.03496,1.13724,r1=1.05727;r2=1.13724;r3=1.06745;r4=1.03496;r5=1.12946,prove_r(7)/prove_r(6)
groth16,cpu4,adjacent_d8_over_d7,prove_ms,1-5,5,1.1667,1.08747,1.22601,r1=1.22601;r2=1.08747;r3=1.1889;r4=1.1667;r5=1.10304,prove_r(8)/prove_r(7)
groth16,cpu4,adjacent_d9_over_d8,prove_ms,1-5,5,1.04133,1.02978,1.11013,r1=1.03702;r2=1.11013;r3=1.02978;r4=1.04133;r5=1.0465,prove_r(9)/prove_r(8)
groth16,cpu4,adjacent_d10_over_d9,prove_ms,1-5,5,1.06373,1.02488,1.08123,r1=1.02488;r2=1.0337;r3=1.08123;r4=1.06373;r5=1.07896,prove_r(10)/prove_r(9)
groth16,cpu4,adjacent_d11_over_d10,prove_ms,1-5,5,1.06917,1.04296,1.08639,r1=1.08639;r2=1.06003;r3=1.04296;r4=1.06917;r5=1.08411,prove_r(11)/prove_r(10)
groth16,cpu4,adjacent_d12_over_d11,prove_ms,1-5,5,1.0424,1.00851,1.09978,r1=1.04754;r2=1.09978;r3=1.0424;r4=1.00851;r5=1.0206,prove_r(12)/prove_r(11)
groth16,cpu4,adjacent_d13_over_d12,prove_ms,1-5,5,1.02921,0.962454,1.05787,r1=0.974045;r2=0.962454;r3=1.05787;r4=1.05659;r5=1.02921,prove_r(13)/prove_r(12)
groth16,cpu4,adjacent_d14_over_d13,prove_ms,1-5,5,1.03881,1.00089,1.08031,r1=1.08031;r2=1.03881;r3=1.00089;r4=1.05594;r5=1.03004,prove_r(14)/prove_r(13)
groth16,cpu4,adjacent_d15_over_d14,prove_ms,1-5,5,1.03484,1.01424,1.08653,r1=1.04983;r2=1.08653;r3=1.02053;r4=1.01424;r5=1.03484,prove_r(15)/prove_r(14)
groth16,cpu4,adjacent_within_L_pooled,prove_ms,1-5,10,1.09977,1.03496,1.14851,r1:d6/d5=1.14851;r2:d6/d5=1.06725;r3:d6/d5=1.11082;r4:d6/d5=1.12926;r5:d6/d5=1.08871;r1:d7/d6=1.05727;r2:d7/d6=1.13724;r3:d7/d6=1.06745;r4:d7/d6=1.03496;r5:d7/d6=1.12946,"all adjacent ratios within plateau L, pooled over pairs and rounds"
